"시점","시도별","품목별",데이터
"2019. 10","전국","진해거담제",129.01
"2019. 10","전국","소염진통제",109.99
"2019. 10","전국","피부질환제",111.53
"2019. 10","전국","치과구강용약",113.54
"2019. 10","전국","조제약",95.14
"2019. 10","전국","한방약",116.60
"2019. 10","전국","비타민제",99.37
"2019. 10","전국","병원약품",93.96
"2019. 10","전국","화장품",94.02
"2019. 10","전국","샴푸",81.90
"2019. 10","전국","바디워시",66.31
"2019. 10","전국","기초화장품",100.00
"2019. 10","전국","기능성화장품",93.24
"2019. 10","전국","색조화장품",105.16
"2019. 10","전국","모발염색약",76.63
"2019. 10","전국","기타",102.10
"2019. 10","전국","담배",100.00
"2019. 10","전국","아동화",106.44
"2019. 10","전국","구두",114.62
"2019. 10","전국","운동화",103.25
"2019. 10","전국","실내화",101.14
"2019. 10","전국","주택수선재료",105.98
"2019. 10","전국","연탄",148.33
"2019. 10","전국","식기",117.48
"2019. 10","전국","컵",88.68
"2019. 10","전국","솥",105.88
"2019. 10","전국","프라이팬",99.33
"2019. 10","전국","냄비",101.03
"2019. 10","전국","수저",103.50
"2019. 10","전국","밀폐용기",104.16
"2019. 10","전국","부엌용용구",109.57
"2019. 10","전국","건전지",113.32
"2019. 10","전국","디지털도어록",95.80
"2019. 10","전국","세탁세제",87.29
"2019. 10","전국","섬유유연제",82.99
"2019. 10","전국","전구",92.43
"2019. 10","전국","부엌용세제",96.88
"2019. 10","전국","청소용세제",110.89
"2019. 10","전국","살충제",100.92
"2019. 10","전국","가정용비닐용품",120.31
"2019. 10","전국","키친타월",100.31
"2019. 10","전국","방향제",102.89
"2019. 10","전국","습기제거제",95.31
"2019. 10","전국","종이기저귀",96.17
"2019. 10","전국","생리대",97.97
"2019. 10","전국","안경",98.69
"2019. 10","전국","콘택트렌즈",95.63
"2019. 10","전국","의료측정기",98.40
"2019. 10","전국","보청기",101.36
"2019. 10","전국","치료재료",99.57
"2019. 10","전국","자동차타이어",90.77
"2019. 10","전국","컴퓨터소모품",112.00
"2019. 10","전국","저장장치",73.24
"2019. 10","전국","장난감",105.34
"2019. 10","전국","레저용품",105.18
"2019. 10","전국","운동용품",86.02
"2019. 10","전국","원예용품",99.46
"2019. 10","전국","애완동물용품",100.65
"2019. 10","전국","공책",105.13
"2019. 10","전국","스케치북",98.95
"2019. 10","전국","복사용지",103.68
"2019. 10","전국","기타문구",108.03
"2019. 10","전국","필기구",99.81
"2019. 10","전국","회화용구",108.26
"2019. 10","전국","칫솔",99.85
"2019. 10","전국","치약",94.38
"2019. 10","전국","비누",92.99
"2019. 10","전국","화장지",98.12
"2019. 10","전국","구강세정제",94.63
"2019. 10","전국","가방",111.06
"2019. 10","전국","핸드백",109.69
"2019. 10","전국","우산",99.59
"2019. 10","전국","유모차",108.47
"2019. 10","전국","지갑",104.94
"2019. 10","전국","전기 · 수도 · 가스",89.98
"2019. 10","전국","전기 · 수도 · 가스",89.98
"2019. 10","전국","상수도료",105.59
"2019. 10","전국","전기료",89.83
"2019. 10","전국","도시가스",86.25
"2019. 10","전국","지역난방비",81.84
"2019. 10","전국","집세",103.96
"2019. 10","전국","집세",103.96
"2019. 10","전국","전세",107.78
"2019. 10","전국","월세",99.74
"2019. 10","전국","공공서비스",101.45
"2019. 10","전국","공공서비스",101.45
"2019. 10","전국","하수도료",148.35
"2019. 10","전국","쓰레기봉투료",111.99
"2019. 10","전국","정화조청소료",107.40
"2019. 10","전국","외래진료비",109.91
"2019. 10","전국","한방진료비",105.54
"2019. 10","전국","약국조제료",113.19
"2019. 10","전국","치과진료비",103.53
"2019. 10","전국","입원진료비",101.74
"2019. 10","전국","도로통행료",102.59
"2019. 10","전국","열차료",97.15
"2019. 10","전국","도시철도료",107.93
"2019. 10","전국","시내버스료",110.33
"2019. 10","전국","시외버스료",113.23
"2019. 10","전국","고속버스료",107.96
"2019. 10","전국","택시료",116.95
"2019. 10","전국","국제항공료",104.56
"2019. 10","전국","우편료",121.67
"2019. 10","전국","유선전화료",100.14
"2019. 10","전국","휴대전화료",94.53
"2019. 10","전국","인터넷이용료",100.08
"2019. 10","전국","방송수신료",99.45
"2019. 10","전국","유치원납입금",105.27
"2019. 10","전국","고등학교납입금",64.07
"2019. 10","전국","전문대학납입금",100.08
"2019. 10","전국","국공립대학교납입금",98.41
"2019. 10","전국","사립대학교납입금",98.99
"2019. 10","전국","국공립대학원납입금",101.33
"2019. 10","전국","사립대학원납입금",102.06
"2019. 10","전국","보육시설이용료",98.30
"2019. 10","전국","요양시설이용료",122.35
"2019. 10","전국","부동산중개수수료",98.68
"2019. 10","전국","행정수수료",100.00
"2019. 10","전국","개인서비스",110.49
"2019. 10","전국","외식",110.38
"2019. 10","전국","김치찌개백반",110.95
"2019. 10","전국","된장찌개백반",111.44
"2019. 10","전국","비빔밥",110.82
"2019. 10","전국","설렁탕",113.23
"2019. 10","전국","갈비탕",119.36
"2019. 10","전국","삼계탕",109.50
"2019. 10","전국","해물찜",107.23
"2019. 10","전국","해장국",110.14
"2019. 10","전국","불고기",111.57
"2019. 10","전국","쇠고기(외식)",112.87
"2019. 10","전국","돼지갈비(외식)",111.51
"2019. 10","전국","삼겹살(외식)",111.20
"2019. 10","전국","오리고기(외식)",105.93
"2019. 10","전국","냉면",112.53
"2019. 10","전국","칼국수",111.93
"2019. 10","전국","죽(외식)",115.16
"2019. 10","전국","생선초밥",108.53
"2019. 10","전국","생선회(외식)",109.59
"2019. 10","전국","자장면",115.61
"2019. 10","전국","짬뽕",118.14
"2019. 10","전국","탕수육",110.99
"2019. 10","전국","볶음밥",114.89
"2019. 10","전국","돈가스",110.21
"2019. 10","전국","스테이크",109.65
"2019. 10","전국","스파게티",106.82
"2019. 10","전국","라면(외식)",117.56
"2019. 10","전국","김밥",126.86
"2019. 10","전국","떡볶이",117.15
"2019. 10","전국","치킨",110.00
"2019. 10","전국","햄버거",108.21
"2019. 10","전국","피자",101.62
"2019. 10","전국","커피(외식)",104.34
"2019. 10","전국","국산차(외식)",100.34
"2019. 10","전국","소주(외식)",122.18
"2019. 10","전국","맥주(외식)",110.15
"2019. 10","전국","막걸리(외식)",106.24
"2019. 10","전국","학교급식비",39.39
"2019. 10","전국","구내식당식사비",113.39
"2019. 10","전국","도시락",109.01
"2019. 10","전국","외식제외",110.57
"2019. 10","전국","의복수선료",108.92
"2019. 10","전국","세탁료",106.50
"2019. 10","전국","의복대여료",110.67
"2019. 10","전국","설비수리비",122.07
"2019. 10","전국","공동주택관리비",120.52
"2019. 10","전국","가전제품수리비",132.79
"2019. 10","전국","가전제품렌탈비",103.51
"2019. 10","전국","가사도우미료",121.79
"2019. 10","전국","간병도우미료",118.45
"2019. 10","전국","건강기기렌탈비",100.00
"2019. 10","전국","건강검진비",103.30
"2019. 10","전국","치과보철료",95.40
"2019. 10","전국","병원검사료",86.43
"2019. 10","전국","자동차수리비",105.13
"2019. 10","전국","엔진오일교체료",111.56
"2019. 10","전국","세차료",126.48
"2019. 10","전국","자동차학원비",162.09
"2019. 10","전국","주차료",106.01
"2019. 10","전국","승용차임차료",99.73
"2019. 10","전국","대리운전이용료",112.60
"2019. 10","전국","자동차검사료",109.05
"2019. 10","전국","국내항공료",111.27
"2019. 10","전국","여객선료",102.59
"2019. 10","전국","이삿짐운송료",111.10
"2019. 10","전국","택배이용료",101.79
"2019. 10","전국","휴대전화기수리비",117.32
"2019. 10","전국","컴퓨터수리비",104.93
"2019. 10","전국","애완동물관리비",106.01
"2019. 10","전국","수영장이용료",108.89
"2019. 10","전국","스키장이용료",112.28
"2019. 10","전국","볼링장이용료",111.17
"2019. 10","전국","헬스클럽이용료",104.12
"2019. 10","전국","골프연습장이용료",96.83
"2019. 10","전국","골프장이용료",109.23
"2019. 10","전국","당구장이용료",104.60
"2019. 10","전국","노래방이용료",104.97
"2019. 10","전국","PC방이용료",105.39
"2019. 10","전국","놀이시설이용료",112.84
"2019. 10","전국","레포츠이용료",106.76
"2019. 10","전국","운동경기관람료",110.56
"2019. 10","전국","영화관람료",113.99
"2019. 10","전국","공연예술관람료",104.66
"2019. 10","전국","전시관입장료",112.28
"2019. 10","전국","독서실비",103.56
"2019. 10","전국","문화강습료",108.01
"2019. 10","전국","온라인콘텐츠이용료",105.99
"2019. 10","전국","사진서비스료",110.39
"2019. 10","전국","국내단체여행비",104.39
"2019. 10","전국","해외단체여행비",102.64
"2019. 10","전국","초등학생학원비",106.05
"2019. 10","전국","중학생학원비",107.01
"2019. 10","전국","고등학생학원비",109.88
"2019. 10","전국","음악학원비",111.77
"2019. 10","전국","미술학원비",110.80
"2019. 10","전국","운동학원비",114.36
"2019. 10","전국","전산학원비",104.77
"2019. 10","전국","가정학습지",105.12
"2019. 10","전국","이러닝이용료",110.31
"2019. 10","전국","학교보충교육비",104.85
"2019. 10","전국","취업학원비",105.49
"2019. 10","전국","외국어학원비",108.25
"2019. 10","전국","운동강습료",106.92
"2019. 10","전국","호텔숙박료",104.42
"2019. 10","전국","여관숙박료",99.85
"2019. 10","전국","콘도이용료",110.80
"2019. 10","전국","학교기숙사비",106.76
"2019. 10","전국","휴양시설이용료",110.13
"2019. 10","전국","목욕료",112.49
"2019. 10","전국","찜질방이용료",111.72
"2019. 10","전국","이용료",105.73
"2019. 10","전국","미용료",108.71
"2019. 10","전국","뷰티미용료",107.56
"2019. 10","전국","산후조리원이용료",107.26
"2019. 10","전국","보험서비스료",152.96
"2019. 10","전국","자동차보험료",106.68
"2019. 10","전국","금융수수료",100.00
"2019. 10","전국","대입전형료",85.92
"2019. 10","전국","시험응시료",110.02
"2019. 10","전국","장례비",106.34
"2019. 11","전국","총지수",104.87
"2019. 11","전국","농축수산물",109.67
"2019. 11","전국","(농산물)곡물",117.89
"2019. 11","전국","쌀",116.39
"2019. 11","전국","현미",119.92
"2019. 11","전국","찹쌀",119.78
"2019. 11","전국","보리쌀",101.78
"2019. 11","전국","콩",144.57
"2019. 11","전국","땅콩",107.13
"2019. 11","전국","혼식곡",104.10
"2019. 11","전국","(농산물)채소",117.56
"2019. 11","전국","배추",163.48
"2019. 11","전국","상추",138.66
"2019. 11","전국","시금치",115.84
"2019. 11","전국","양배추",158.99
"2019. 11","전국","미나리",142.25
"2019. 11","전국","깻잎",116.28
"2019. 11","전국","부추",125.29
"2019. 11","전국","무",206.52
"2019. 11","전국","열무",168.74
"2019. 11","전국","당근",174.07
"2019. 11","전국","감자",78.14
"2019. 11","전국","고구마",96.65
"2019. 11","전국","도라지",111.91
"2019. 11","전국","콩나물",110.13
"2019. 11","전국","버섯",91.09
"2019. 11","전국","오이",135.53
"2019. 11","전국","풋고추",112.81
"2019. 11","전국","호박",91.98
"2019. 11","전국","가지",121.45
"2019. 11","전국","토마토",132.42
"2019. 11","전국","파",106.32
"2019. 11","전국","양파",72.87
"2019. 11","전국","마늘",87.78
"2019. 11","전국","브로콜리",149.87
"2019. 11","전국","고사리",98.78
"2019. 11","전국","파프리카",109.50
"2019. 11","전국","생강",103.50
"2019. 11","전국","(농산물)과실",95.59
"2019. 11","전국","사과",91.98
"2019. 11","전국","배",110.86
"2019. 11","전국","복숭아",85.19
"2019. 11","전국","포도",103.11
"2019. 11","전국","밤",106.96
"2019. 11","전국","감",117.27
"2019. 11","전국","귤",124.73
"2019. 11","전국","오렌지",62.19
"2019. 11","전국","참외",71.31
"2019. 11","전국","수박",94.20
"2019. 11","전국","딸기",54.14
"2019. 11","전국","바나나",107.19
"2019. 11","전국","키위",94.29
"2019. 11","전국","블루베리",93.14
"2019. 11","전국","아몬드",87.94
"2019. 11","전국","(농산물)기타농산물",117.95
"2019. 11","전국","고춧가루",122.41
"2019. 11","전국","참깨",108.03
"2019. 11","전국","인삼",98.18
"2019. 11","전국","생화",128.46
"2019. 11","전국","축산물",106.87
"2019. 11","전국","국산쇠고기",121.45
"2019. 11","전국","수입쇠고기",112.35
"2019. 11","전국","돼지고기",94.47
"2019. 11","전국","닭고기",96.45
"2019. 11","전국","달걀",102.40
"2019. 11","전국","꿀",118.41
"2019. 11","전국","수산물",115.20
"2019. 11","전국","갈치",91.46
"2019. 11","전국","명태",117.29
"2019. 11","전국","조기",94.92
"2019. 11","전국","고등어",94.84
"2019. 11","전국","오징어",194.26
"2019. 11","전국","게",138.69
"2019. 11","전국","굴",117.86
"2019. 11","전국","조개",117.62
"2019. 11","전국","전복",79.45
"2019. 11","전국","마른멸치",107.63
"2019. 11","전국","마른오징어",204.58
"2019. 11","전국","낙지",125.40
"2019. 11","전국","김",143.97
"2019. 11","전국","미역",105.15
"2019. 11","전국","공업제품",102.48
"2019. 11","전국","가공식품",105.01
"2019. 11","전국","밀가루",100.68
"2019. 11","전국","국수",92.77
"2019. 11","전국","라면",104.37
"2019. 11","전국","당면",104.87
"2019. 11","전국","두부",101.18
"2019. 11","전국","시리얼",94.28
"2019. 11","전국","부침가루",100.60
"2019. 11","전국","케이크",117.95
"2019. 11","전국","빵",119.14
"2019. 11","전국","떡",113.76
"2019. 11","전국","파스타면",95.69
"2019. 11","전국","소시지",95.99
"2019. 11","전국","햄및베이컨",92.01
"2019. 11","전국","오징어채",145.28
"2019. 11","전국","북어채",114.01
"2019. 11","전국","어묵",117.11
"2019. 11","전국","맛살",106.75
"2019. 11","전국","생선통조림",106.54
"2019. 11","전국","젓갈",130.73
"2019. 11","전국","우유",105.24
"2019. 11","전국","분유",85.86
"2019. 11","전국","치즈",100.26
"2019. 11","전국","발효유",105.45
"2019. 11","전국","참기름",113.08
"2019. 11","전국","식용유",87.19
"2019. 11","전국","과일가공품",106.95
"2019. 11","전국","단무지",98.65
"2019. 11","전국","맛김",111.56
"2019. 11","전국","초콜릿",105.17
"2019. 11","전국","사탕",96.37
"2019. 11","전국","껌",93.36
"2019. 11","전국","아이스크림",100.22
"2019. 11","전국","비스킷",101.40
"2019. 11","전국","스낵과자",109.19
"2019. 11","전국","파이",88.67
"2019. 11","전국","설탕",101.18
"2019. 11","전국","잼",106.33
"2019. 11","전국","물엿",100.55
"2019. 11","전국","소금",99.56
"2019. 11","전국","간장",109.74
"2019. 11","전국","된장",99.72
"2019. 11","전국","양념소스",96.72
"2019. 11","전국","고추장",108.39
"2019. 11","전국","카레",106.79
"2019. 11","전국","식초",116.79
