"비경취업희망여부","비경취업가능성여부","기타활동사항_4주내비구직사유코드","기타활동사항_지난1년내구직활동유무","조사년월","연령5세단위코드","가중값","경제활동상태코드"
1,1,06,1,202008,08,0001484686,3
1,1,06,1,202008,08,0001484686,3
1,1,06,1,202008,08,0001484686,3
1,1,06,1,202008,08,0001502228,3
1,1,06,1,202008,09,0000288193,3
1,1,06,1,202008,09,0000345134,3
1,1,06,1,202008,09,0000345134,3
1,1,06,1,202008,09,0000426381,3
1,1,06,1,202008,09,0000426381,3
1,1,06,1,202008,09,0000426381,3
1,1,06,1,202008,09,0000451710,3
1,1,06,1,202008,09,0000451710,3
1,1,06,1,202008,09,0000451710,3
1,1,06,1,202008,09,0000461014,3
1,1,06,1,202008,09,0000474736,3
1,1,06,1,202008,09,0000492979,3
1,1,06,1,202008,09,0000524578,3
1,1,06,1,202008,09,0000654673,3
1,1,06,1,202008,09,0000654842,3
1,1,06,1,202008,09,0000698688,3
1,1,06,1,202008,09,0000738765,3
1,1,06,1,202008,09,0000763069,3
1,1,06,1,202008,09,0000779845,3
1,1,06,1,202008,09,0000783301,3
1,1,06,1,202008,09,0000857418,3
1,1,06,1,202008,09,0000857418,3
1,1,06,1,202008,09,0001268727,3
1,1,06,1,202008,09,0001268727,3
1,1,06,1,202008,09,0001268727,3
1,1,06,1,202008,09,0001384866,3
1,1,06,1,202008,09,0001384866,3
1,1,06,1,202008,09,0001485733,3
1,1,06,1,202008,09,0001485733,3
1,1,06,1,202008,10,0000285435,3
1,1,06,1,202008,10,0000293457,3
1,1,06,1,202008,10,0000293457,3
1,1,06,1,202008,10,0000311416,3
1,1,06,1,202008,10,0000332383,3
1,1,06,1,202008,10,0000332383,3
1,1,06,1,202008,10,0000332383,3
1,1,06,1,202008,10,0000358696,3
1,1,06,1,202008,10,0000358696,3
1,1,06,1,202008,10,0000405699,3
1,1,06,1,202008,10,0000405699,3
1,1,06,1,202008,10,0000406908,3
1,1,06,1,202008,10,0000440241,3
1,1,06,1,202008,10,0000448727,3
1,1,06,1,202008,10,0000463060,3
1,1,06,1,202008,10,0000475277,3
1,1,06,1,202008,10,0000480179,3
1,1,06,1,202008,10,0000480179,3
1,1,06,1,202008,10,0000480179,3
1,1,06,1,202008,10,0000505876,3
1,1,06,1,202008,10,0000505876,3
1,1,06,1,202008,10,0000507749,3
1,1,06,1,202008,10,0000507749,3
1,1,06,1,202008,10,0000507749,3
1,1,06,1,202008,10,0000509948,3
1,1,06,1,202008,10,0000548792,3
1,1,06,1,202008,10,0000648742,3
1,1,06,1,202008,10,0000732278,3
1,1,06,1,202008,10,0000732278,3
1,1,06,1,202008,10,0000786794,3
1,1,06,1,202008,10,0000786794,3
1,1,06,1,202008,10,0000888470,3
1,1,06,1,202008,10,0000888470,3
1,1,06,1,202008,10,0000888470,3
1,1,06,1,202008,10,0001223606,3
1,1,06,1,202008,10,0001265182,3
1,1,06,1,202008,10,0001270028,3
1,1,06,1,202008,10,0001270028,3
1,1,06,1,202008,10,0001270028,3
1,1,06,1,202008,10,0001271447,3
1,1,06,1,202008,10,0001271447,3
1,1,06,1,202008,10,0001404342,3
1,1,06,1,202008,10,0001404342,3
1,1,06,1,202008,10,0001404342,3
1,1,06,1,202008,10,0001404342,3
1,1,06,1,202008,11,0000074830,3
1,1,06,1,202008,11,0000074830,3
1,1,06,1,202008,11,0000197475,3
1,1,06,1,202008,11,0000241179,3
1,1,06,1,202008,11,0000247709,3
1,1,06,1,202008,11,0000251836,3
1,1,06,1,202008,11,0000251836,3
1,1,06,1,202008,11,0000251836,3
1,1,06,1,202008,11,0000266456,3
1,1,06,1,202008,11,0000275249,3
1,1,06,1,202008,11,0000297968,3
1,1,06,1,202008,11,0000297968,3
1,1,06,1,202008,11,0000310819,3
1,1,06,1,202008,11,0000310819,3
1,1,06,1,202008,11,0000325187,3
1,1,06,1,202008,11,0000327309,3
1,1,06,1,202008,11,0000327309,3
1,1,06,1,202008,11,0000339096,3
1,1,06,1,202008,11,0000345083,3
1,1,06,1,202008,11,0000345083,3
1,1,06,1,202008,11,0000347091,3
1,1,06,1,202008,11,0000347720,3
1,1,06,1,202008,11,0000347720,3
1,1,06,1,202008,11,0000348915,3
1,1,06,1,202008,11,0000357814,3
1,1,06,1,202008,11,0000357814,3
1,1,06,1,202008,11,0000366294,3
1,1,06,1,202008,11,0000368832,3
1,1,06,1,202008,11,0000381135,3
1,1,06,1,202008,11,0000418708,3
1,1,06,1,202008,11,0000419401,3
1,1,06,1,202008,11,0000443451,3
1,1,06,1,202008,11,0000443451,3
1,1,06,1,202008,11,0000443451,3
1,1,06,1,202008,11,0000444914,3
1,1,06,1,202008,11,0000444914,3
1,1,06,1,202008,11,0000454883,3
1,1,06,1,202008,11,0000462323,3
1,1,06,1,202008,11,0000464583,3
1,1,06,1,202008,11,0000464583,3
1,1,06,1,202008,11,0000483903,3
1,1,06,1,202008,11,0000483903,3
1,1,06,1,202008,11,0000507480,3
1,1,06,1,202008,11,0000572683,3
1,1,06,1,202008,11,0000572683,3
1,1,06,1,202008,11,0000572683,3
1,1,06,1,202008,11,0000595646,3
1,1,06,1,202008,11,0000603193,3
1,1,06,1,202008,11,0000603193,3
1,1,06,1,202008,11,0000603193,3
1,1,06,1,202008,11,0000609597,3
1,1,06,1,202008,11,0000610865,3
1,1,06,1,202008,11,0000615246,3
1,1,06,1,202008,11,0000615246,3
1,1,06,1,202008,11,0000615417,3
1,1,06,1,202008,11,0000660590,3
1,1,06,1,202008,11,0000660590,3
1,1,06,1,202008,11,0000665735,3
1,1,06,1,202008,11,0000715021,3
1,1,06,1,202008,11,0001002185,3
1,1,06,1,202008,11,0001059454,3
1,1,06,1,202008,11,0001059454,3
1,1,06,1,202008,11,0001059454,3
1,1,06,1,202008,11,0001102638,3
1,1,06,1,202008,11,0001102638,3
1,1,06,1,202008,11,0001102638,3
1,1,06,1,202008,11,0001200654,3
1,1,06,1,202008,11,0001200654,3
1,1,06,1,202008,11,0001200654,3
1,1,06,1,202008,11,0001210155,3
1,1,06,1,202008,11,0001210155,3
1,1,06,1,202008,11,0001212174,3
1,1,06,1,202008,11,0001270974,3
1,1,06,1,202008,11,0001270974,3
1,1,06,1,202008,11,0001270974,3
1,1,06,1,202008,11,0001371613,3
1,1,06,1,202008,11,0001371613,3
